Launch,Launch Date (UTC),COSPAR,PL Name,Orig PL Name,SATCAT,LV Type,LV S/N,Site,Suc,Ref
1984-076,1984 Jul 27 0859:59,1984-076A,Kosmos-1584,Oblik No. 307 (Priroda),S15131,Soyuz-U,77046 -307,NIIP-53 LC41/1,S,NK96-26-40
1984-077,1984 Jul 31 1229:54,1984-077A,Kosmos-1585,Kobal't,S15142,Soyuz-U,77046 -823,NIIP-5 LC1,S,AK15/RAEX
1984-078,1984 Aug 1 2137:00,1984-078A,Gorizont,Gorizont No. 20L,S15144,Proton-K/DM,324-01,NIIP-5 LC200/40,S,NK9602-24
1984-079,1984 Aug 2 0838:16,1984-079A,Kosmos-1586,Oko No. 6026,S15147,Molniya 8K78M,76032 -667,NIIP-53 LC16/2,S,NK9715-48
1984-080,1984 Aug 2 2030,1984-080A,Himawari 3,GMS 3,S15152,N-2,N-13(F),TNSC N,S,WWW-NASDA
1984-081,1984 Aug 4 1332:54,1984-081A,ECS 2,ECS 2,S15158,Ariane 3,V10 L12,CSG ELA1,S,CNES32
,,1984-081B,Telecom 1A,Telecom 1A,S15159,,,,,
1984-082,1984 Aug 6 1400,1984-082A,Kosmos-1587,Oblik No. 294,S15163,Soyuz-U,76032 -794,NIIP-53 LC41/1,S,AK15/RAEX
1984-083,1984 Aug 7 2250:34,1984-083A,Kosmos-1588,US-PM1,S15167,Tsiklon-2,51099-807,NIIP-5 LC90,S,AK15/RAEX
1984-084,1984 Aug 8 1208,1984-084A,Kosmos-1589,Musson No. 15,S15171,Tsiklon-3,45042-301,NIIP-53 LC32/2,S,PL39
1984-085,1984 Aug 10 0003:58,1984-085A,Molniya-1,Molniya-1 No. 53,S15182,Molniya 8K78M,76032 -666 ?,NIIP-53 LC41/1,S,AK15/RAEX
1984-086,1984 Aug 14 0628:15,1984-086A,Progress-23,Progress 7K-TG No. 124,S15193,Soyuz-U,Sc15000-411,NIIP-5 LC1,S,NK9807-46
1984-087,1984 Aug 16 0950,1984-087A,Kosmos-1590,Resurs-F1 17F41 No. 50,S15197,Soyuz-U,77046 -309,NIIP-53 LC41/1,S,NK95-20-29
1984-088,1984 Aug 16 1448,1984-088A,Charge Composition Explorer,AMPTE-CCE,S15199,Delta 3924,D175,CC LC17A,S,APLTD
,,1984-088B,Ion Release Module,AMPTE-IRM,S15200,,,,,
,,1984-088C,UK Subsatellite,AMPTE-UKS,S15201,,,,,
1984-089,1984 Aug 24 0826:59,1984-089A,Molniya-1,Molniya-1 No. 54,S15214,Molniya 8K78M,78012 -661,NIIP-53 LC43/4,S,AK15/RAEX
1984-090,1984 Aug 24 1950:00,1984-090A,Ekran,Ekran No. 27L,S15219,Proton-K/DM,324-02,NIIP-5 LC200/39,S,NK9810-25
1984-091,1984 Aug 28 1803,1984-091A,USA 4,QUASAR 5 (or JUMPSEAT 7),S15226,Titan 34B,34B-4 (3B-64),VS SLC4W,S,LR840829
1984-092,1984 Aug 30 1010,1984-092A,Kosmos-1591,Resurs-F1 17F41 No. 51,S15232,Soyuz-U,77046 -151,NIIP-53 LC43/4,S,NK95-20-29
1984-093,1984 Aug 30 1241:50,1984-093A,Discovery (STS 41-D),OV-103,S15234,Space Shuttle,STS-14/41-D,KSC LC39A,S,STSJSC
,,1984-093B,SBS 4,SBS D,S15235,,,,,
,,1984-093C,Leasat 2,Leasat 2,S15236,,,,,
,,1984-093D,Telstar 302,Telstar 3C,S15237,,,,,
1984-094,1984 Sep 4 1020,1984-094A,Kosmos-1592,Oblik No. 794,S15257,Soyuz-U,77046 -308,NIIP-53 LC16/2,S,AK15/RAEX
1984-095,1984 Sep 4 1549:53,1984-095A,Kosmos-1593,Uragan No. 18L,S15259,Proton-K/DM-2,320-01,NIIP-5 LC200/40,S,NK9810-25
,,1984-095B,Kosmos-1594,Uragan No. 19L,S15260,,,,,
,,1984-095C,Kosmos-1595,Uragan GVM,S15261,,,,,
1984-096,1984 Sep 7 1912:58,1984-096A,Kosmos-1596,Oko No. 6025,S15267,Molniya 8K78M,76054 -651,NIIP-53 LC16/2,S,NK9715-48
1984-097,1984 Sep 8 2141,1984-097A,GPS 10,Navstar GPS SVN 10,S15271,Atlas E/SGS-2,14E,VS SLC3W,S,LR840909
1984-098,1984 Sep 12 0544,1984-098A,Fanhui Shi Weixing (06),Jianbing-1 No. 7,S15279,Chang Zheng 2C,Y3 (11),JQ LA2B,S,MTR-4
1984-099,1984 Sep 13 1025,1984-099A,Kosmos-1597,Fram,S15287,Soyuz-U,77046 -051,NIIP-53 LC43/4,S,NK96-26-40
1984-100,1984 Sep 13 1554:08,1984-100A,Kosmos-1598,Parus,S15292,Kosmos 11K65M,53739-539,NIIP-53 LC132/1,S,AK15/RAEX
1984-101,1984 Sep 21 2218,1984-101A,Galaxy 3,Galaxy III,S15308,Delta 3920/PAM,D176,CC LC17B,S,Desind
1984-102,1984 Sep 25 1430,1984-102A,Kosmos-1599,Kobal't No. 811,S15318,Soyuz-U,77046 -902,NIIP-53 LC43/4,S,AK15/RAEX
1984-103,1984 Sep 27 0810,1984-103A,Kosmos-1600,Oblik,S15324,Soyuz-U,77046 -320 (31,NIIP-5 LC1,S,AK15/RAEX
1984-104,1984 Sep 27 0930:00,1984-104A,Kosmos-1601,Romb,S15326,Kosmos 11K65M,53796-180,NIIP-53 LC132/2,S,AK15/RAEX
1984-105,1984 Sep 28 0600:00,1984-105A,Kosmos-1602,Okean-OE NKhM No. 2,S15331,Tsiklon-3,51032-311,NIIP-53 LC32/2,S,NK9422-49
1984-106,1984 Sep 28 1400:00,1984-106A,Kosmos-1603,Tselina-2,S15333,Proton-K/DM-2,327-02,NIIP-5 LC200/39,S,NK9810-25
1984-107,1984 Oct 4 1949:13,1984-107A,Kosmos-1604,Oko No. 6016,S15350,Molniya 8K78M,78012 -662,NIIP-53 LC16/2,S,NK9715-48
1984-108,1984 Oct 5 1103:00,1984-108A,Challenger (STS 41-G),OV-099,S15353,Space Shuttle,STS-17/41-G,KSC LC39A,S,STSJSC
,,1984-108B,ERBS,ERBS,S15354,,,,,
1984-109,1984 Oct 11 1443,1984-109A,Kosmos-1605,Parus,S15359,Kosmos 11K65M,53734-125,NIIP-53 LC132/2,S,AK15/RAEX
1984-110,1984 Oct 12 0143:34,1984-110A,Nova 3,Nova 3,S15362,Scout G-1,S208C,VS SLC5,S,LAAFB
1984-111,1984 Oct 18 1746,1984-111A,Kosmos-1606,Tselina-D,S15369,Tsiklon-3,51074-701,NIIP-53 LC32/2,S,AK15/RAEX
1984-112,1984 Oct 31 1229,1984-112A,Kosmos-1607,US-A reactor,S15378,Tsiklon-2,51083-625,NIIP-5 LC90,S,AK15/RAEX
1984-113,1984 Nov 8 1215:00,1984-113A,Discovery (STS 51-A),OV-103,S15382,Space Shuttle,STS-19/51-A,KSC LC39A,S,STSJSC
,,1984-113B,Anik D2,Anik D2,S15383,,,,,
,,1984-113C,Leasat 1,Leasat 1,S15384,,,,,
1984-114,1984 Nov 10 0114:18,1984-114A,Spacenet F2,Spacenet F2,S15385,Ariane 3,V11 L13,CSG ELA1,S,CNES32
,,1984-114B,Marecs 2,Marecs B2,S15386,,,,,
1984-115,1984 Nov 14 0034,1984-115A,NATO 3D,NATO 3D,S15391,Delta 3914,D177,CC LC17A,S,JCM
1984-116,1984 Nov 14 0740,1984-116A,Kosmos-1608,Siluet No. 4,S15393,Soyuz-U,Yu15000-352,NIIP-5 LC1,S,AK15/RAEX
1984-117,1984 Nov 14 1220,1984-117A,Kosmos-1609,Oblik No. 308,S15395,Soyuz-U,77046 -311,NIIP-53 LC43/4,S,AK15/RAEX
1984-118,1984 Nov 15 0640,1984-118A,Kosmos-1610,Parus,S15398,Kosmos 11K65M,47139-124,NIIP-53 LC132/1,S,AK15/RAEX
1984-119,1984 Nov 21 1030,1984-119A,Kosmos-1611,Kobal't,S15403,Soyuz-U,78056 -825,NIIP-5 LC1,S,AK15/RAEX
1984-120,1984 Nov 27 1422:00,1984-120A,Kosmos-1612,Meteor-3 No. 1,S15406,Tsiklon-3,51014-707,NIIP-53 LC32/1,F,AK15
1984-121,1984 Nov 29 1400,1984-121A,Kosmos-1613,Oblik No. 797,S15414,Soyuz-U-PVB,78024 -780,NIIP-53 LC43/4,S,AK15/RAEX
1984-122,1984 Dec 4 1803,1984-122A,USA 6,KENNEN 6,S15423,Titan 34D,34D-6 (04D-4),VS SLC4E,S,Insprucker
1984-123,1984 Dec 12 1042:00,1984-123A,NOAA 9,NOAA F,S15427,Atlas E,39E,VS SLC3W,S,JCM
1984-124,1984 Dec 14 2040:59,1984-124A,Molniya-1,Molniya-1 No. 55,S15429,Molniya 8K78M,76032 -672,NIIP-53 LC41/1,S,AK15/RAEX
1984-125,1984 Dec 15 0916:24,1984-125A,Vega-1,5VK No. 901,S15432,Proton-K/D-1,329-01,NIIP-5 LC200/39,S,NK9810-25
1984-126,1984 Dec 19 0355,1984-126A,Kosmos-1614,BOR-4 No. 406,S15442,K65M-RB,-,GTsP-4 LC107/1,S,AK15/RAEX
1984-127,1984 Dec 20 1300:00,1984-127A,Kosmos-1615,Taifun-1B,S15446,Kosmos 11K65M,47134-127,NIIP-53 LC132/2,S,AK15/RAEX
1984-128,1984 Dec 21 0913:52,1984-128A,Vega-2,5VK No. 902,S15449,Proton-K/D-1,325-02,NIIP-5 LC200/40,S,NK9810-25
1984-129,1984 Dec 22 0002:03,1984-129A,DSP F12,DSP 6R,S15453,Titan 34D/Transtage,34D-13 (05D-3),CC LC40,S,patrick.af.mil
1985-001,1985 Jan 7 1926,1985-001A,Sakigake,MS-T5,S15464,Mu-3S-II,M-3S2-1,KASC M1,S,SRJ
1985-002,1985 Jan 9 1045,1985-002A,Kosmos-1616,Kobal't,S15467,Soyuz-U,77048 -819,NIIP-5 LC31,S,AK15/RAEX
1985-003,1985 Jan 15 1450:59,1985-003A,Kosmos-1617,Strela-3,S15469,Tsiklon-3,67042-303,NIIP-53 LC32/1,S,AK15/RAEX
,,1985-003B,Kosmos-1618,Strela-3,S15470,,,,,
,,1985-003C,Kosmos-1619,Strela-3,S15471,,,,,
,,1985-003D,Kosmos-1620,Strela-3,S15472,,,,,
,,1985-003E,Kosmos-1621,Strela-3,S15473,,,,,
,,1985-003F,Kosmos-1622,Strela-3,S15474,,,,,
1985-004,1985 Jan 16 0622:30,1985-004A,Molniya-3,Molniya-3 No. 36,S15476,Molniya 8K78M,76032 -665,NIIP-53 LC43/4,S,NK9815-26
1985-005,1985 Jan 16 0819,1985-005A,Kosmos-1623,Oblik,S15479,Soyuz-U,78056 -315,NIIP-5 LC1,S,AK15/RAEX
1985-006,1985 Jan 17 1746:00,1985-006A,Kosmos-1624,Strela-2M,S15482,Kosmos 11K65M,65034-138,NIIP-53 LC132/1,S,AK15/RAEX
1985-007,1985 Jan 18 1025:00,1985-007A,Gorizont,Gorizont No. 21L,S15484,Proton-K/DM,326-02,NIIP-5 LC200/39,S,NK9602-24
1985-008,1985 Jan 23 1958,1985-008A,Kosmos-1625,US-PM,S15492,Tsiklon-2,67083-626,NIIP-5 LC90,S,AK15/RAEX
1985-009,1985 Jan 24 1645,1985-009A,Kosmos-1626,Tselina-D,S15494,Tsiklon-3,51014-710,NIIP-53 LC32/2,S,AK15/RAEX
1985-010,1985 Jan 24 1950:00,1985-010A,Discovery (STS 51-C),OV-103,S15496,Space Shuttle,STS-20/51-C,KSC LC39A,S,STSJSC
,,1985-010B,USA 8,ORION 1,S15543,,,,,
1985-011,1985 Feb 1 1936:26,1985-011A,Kosmos-1627,Parus,S15505,Kosmos 11K65M,47144-445,NIIP-53 LC132/2,S,AK15/RAEX
1985-012,1985 Feb 6 1100,1985-012A,Kosmos-1628,Oblik No. 309,S15514,Soyuz-U,77046 -313,NIIP-53 LC16/2,S,AK15/RAEX
1985-013,1985 Feb 6 2145:00,1985-013A,Meteor-2,Meteor-2 No. 13,S15516,Tsiklon-3,51014-704,NIIP-53 LC32/1,S,AK15/RAEX
1985-014,1985 Feb 8 0610,1985-014A,USA 9,QUASAR 6,S15546,Titan 34B,34B-10 (3B-69),VS SLC4W,S,LR850208
1985-015,1985 Feb 8 2322:00,1985-015A,Arabsat 1A,Arabsat 1A,S15560,Ariane 3,V12 L14,CSG ELA1,S,CNES32
,,1985-015B,Brasilsat 1,SBTS 1,S15561,,,,,
1985-016,1985 Feb 21 0756:48,1985-016A,Kosmos-1629,Oko-S No. 7420,S15574,Proton-K/DM,327-01,NIIP-5 LC200/39,S,NK9810-25
1985-017,1985 Feb 27 1110,1985-017A,Kosmos-1630,Kobal't,S15582,Soyuz-U,78056 -626,NIIP-5 LC31,S,AK15/RAEX
1985-018,1985 Feb 27 1256:00,1985-018A,Kosmos-1631,Vektor,S15584,Kosmos 11K65M,47134-139,NIIP-53 LC132/1,S,AK15/RAEX
1985-019,1985 Mar 1 1040,1985-019A,Kosmos-1632,Oblik No. 311,S15589,Soyuz-U,76032 -797,NIIP-53 LC41/1,S,AK15/RAEX
1985-020,1985 Mar 5 1539,1985-020A,Kosmos-1633,Tselina-D,S15592,Tsiklon-3,67029-808,NIIP-53 LC32/2,S,AK15/RAEX
1985-021,1985 Mar 13 0200,1985-021A,Geosat 1,Geosat,S15595,Atlas E/OIS,41E,VS SLC3W,S,LR850313
1985-022,1985 Mar 14 0109,1985-022A,Kosmos-1634,Parus,S15597,Kosmos 11K65M,53744-146,NIIP-53 LC132/2,S,AK15/RAEX
1985-023,1985 Mar 21 0008,1985-023A,Kosmos-1635,Strela-1M,S15617,Kosmos 11K65M,53734-134,NIIP-53 LC132/2,S,AK15/RAEX
,,1985-023B,Kosmos-1636,Strela-1M,S15618,,,,,
,,1985-023C,Kosmos-1637,Strela-1M,S15619,,,,,
,,1985-023D,Kosmos-1638,Strela-1M,S15620,,,,,
,,1985-023E,Kosmos-1639,Strela-1M,S15621,,,,,
,,1985-023F,Kosmos-1640,Strela-1M,S15622,,,,,
,,1985-023G,Kosmos-1641,Strela-1M,S15623,,,,,
,,1985-023H,Kosmos-1642,Strela-1M,S15624,,,,,
1985-024,1985 Mar 22 0500:00,1985-024A,Ekran,Ekran No. 28L,S15626,Proton-K/DM,328-01,NIIP-5 LC200/40,S,NK9810-25
1985-025,1985 Mar 22 2355,1985-025A,INTELSAT 510,INTELSAT VA F10,S15629,Atlas G Centaur,AC-63,CC LC36B,S,Falworth
1985-026,1985 Mar 25 1000,1985-026A,Kosmos-1643,Terilen,S15634,Soyuz-U,78056 -204,NIIP-5 LC1,S,AK15/RAEX
1985-027,1985 Apr 3 0840,1985-027A,Kosmos-1644,Oblik,S15636,Soyuz-U,77046 -312,NIIP-5 LC31,S,AK15/RAEX
1985-028,1985 Apr 12 1359:05,1985-028A,Discovery (STS 51-D),OV-103,S15641,Space Shuttle,STS-23/51-D,KSC LC39A,S,STSJSC
,,1985-028B,Anik C1,Anik C1,S15642,,,,,
,,1985-028C,Leasat 3,Leasat 3,S15643,,,,,
1985-029,1985 Apr 16 1715,1985-029A,Kosmos-1645,Foton 34KS No. 1L,S15645,Soyuz-U,Sh15000-128,NIIP-53 LC41/1,S,NK9721-34
1985-030,1985 Apr 18 2140:43,1985-030A,Kosmos-1646,US-PM1,S15653,Tsiklon-2,51099-801,NIIP-5 LC90,S,AK15/RAEX
1985-031,1985 Apr 19 1400,1985-031A,Kosmos-1647,Kobal't No. 503,S15655,Soyuz-U,76032 -901,NIIP-53 LC41/1,S,AK15/RAEX
1985-032,1985 Apr 25 0930,1985-032A,Kosmos-1648,Oblik No. 313,S15659,Soyuz-U,77046 -314,NIIP-53 LC43/4,S,AK15/RAEX
1985-033,1985 Apr 26 0548,1985-033A,Prognoz-10-IK,SO-M No. 510,S15661,Molniya 8K78M,B 15000-252,NIIP-5 LC31,S,NK9521-43
1985-034,1985 Apr 29 1602:18,1985-034A,Challenger (STS 51-B),OV-099,S15665,Space Shuttle,STS-21/51-B,KSC LC39A,S,STSJSC
,,1985-034B,Nusat,Nusat,S15666,,,,,
,,1985-034,Spacelab 3,Spacelab Long Module 1,A04047,,,,,
1985-035,1985 May 8 0115:38,1985-035A,Gstar 1,Gstar 1A,S15677,Ariane 3,V13 L15,CSG ELA1,S,CNES32
,,1985-035B,Telecom 1B,Telecom 1B,S15678,,,,,
1985-036,1985 May 15 1240,1985-036A,Kosmos-1649,Oblik No. 314,S15694,Soyuz-U,78056 -316,NIIP-53 LC43/4,S,AK15/RAEX
1985-037,1985 May 17 2228:41,1985-037A,Kosmos-1650,Uragan No. 20L,S15697,Proton-K/DM-2,330-02,NIIP-5 LC200/39,S,NK9810-25
,,1985-037B,Kosmos-1651,Uragan No. 21L,S15698,,,,,
,,1985-037C,Kosmos-1652,Uragan GVM,S15699,,,,,
1985-038,1985 May 22 0835,1985-038A,Kosmos-1653,Resurs-F1 17F41 No. 52,S15732,Soyuz-U,78056 -152,NIIP-53 LC41/1,S,NK95-20-29
1985-039,1985 May 23 1240,1985-039A,Kosmos-1654,Kobal't,S15734,Soyuz-U,78056 -827,NIIP-5 LC31,S,AK15/RAEX
1985-040,1985 May 29 0740:44,1985-040A,Molniya-3,Molniya-3 No. 39,S15738,Molniya 8K78M,78056 -676,NIIP-53 LC43/4,S,NK9815-26
1985-041,1985 May 30 0114:50,1985-041A,Kosmos-1655,Tsikada,S15751,Kosmos 11K65M,47144-148,NIIP-53 LC132/1,S,AK15/RAEX
1985-042,1985 May 30 1459:00,1985-042A,Kosmos-1656,Tselina-2,S15755,Proton-K/DM-2,313-02,NIIP-5 LC200/40,S,NK9810-25
1985-043,1985 Jun 6 0639:52,1985-043A,Soyuz T-13,Soyuz 7K-ST No. 19L,S15804,Soyuz-U2,B 15000-008,NIIP-5 LC1,S,NK0204-71
1985-044,1985 Jun 7 0745,1985-044A,Kosmos-1657,Resurs-F1 17F41 No. 54,S15806,Soyuz-U-PVB,78012 -805,NIIP-53 LC43/4,S,NK95-20-29
1985-045,1985 Jun 11 1426:57,1985-045A,Kosmos-1658,Oko No. 6031,S15808,Molniya 8K78M,76032 -669,NIIP-53 LC41/1,S,NK9715-48
1985-046,1985 Jun 13 1220,1985-046A,Kosmos-1659,Oblik No. 317,S15818,Soyuz-U,78056 -317,NIIP-53 LC16/2,S,AK15/RAEX
1985-047,1985 Jun 14 1036,1985-047A,Kosmos-1660,Musson No. 17,S15821,Tsiklon-3,45032-307,NIIP-53 LC32/1,S,PL39
1985-048,1985 Jun 17 1133:00,1985-048A,Discovery (STS 51-G),OV-103,S15823,Space Shuttle,STS-25/51-G,KSC LC39A,S,STSJSC
,,1985-048B,Morelos 1,Morelos 1,S15824,,,,,
,,1985-048C,Arabsat 1B,Arabsat 1B,S15825,,,,,
,,1985-048D,Telstar 303,Telstar 3D,S15826,,,,,
,,1985-048E,Spartan 1,Spartan 101,S15831,,,,,
1985-049,1985 Jun 18 0040:26,1985-049A,Kosmos-1661,Oko No. 5012,S15827,Molniya 8K78M,76032 -668,NIIP-53 LC16/2,S,NK9715-48
1985-050,1985 Jun 19 1130:00,1985-050A,Kosmos-1662,Romb,S15833,Kosmos 11K65M,65044-147,NIIP-53 LC132/2,S,AK15/RAEX
1985-051,1985 Jun 21 0039:41,1985-051A,Progress-24,Progress 7K-TG No. 125,S15838,Soyuz-U,Sc15000-417,NIIP-5 LC1,S,NK9807-46
1985-052,1985 Jun 21 0745,1985-052A,Kosmos-1663,Resurs-F1 17F41 No. 55,S15840,Soyuz-U,76021 -155,NIIP-53 LC41/1,S,NK95-20-29
1985-053,1985 Jun 21 0829:32,1985-053,GVM Tselina-2,EPN No. 03.694 (Tselina-2,A04087,Zenit-2,51076-105,NIIP-5 LC45/1,F,AK15/RAEX
1985-054,1985 Jun 26 1235,1985-054A,Kosmos-1664,Oblik No. 318,S15860,Soyuz-U,78056 -319,NIIP-53 LC43/4,S,AK15/RAEX
1985-055,1985 Jun 30 0044,1985-055A,INTELSAT 511,INTELSAT VA F11,S15873,Atlas G Centaur,AC-64,CC LC36B,S,Wire
1985-056,1985 Jul 2 1123:13,1985-056A,Giotto,Giotto,S15875,Ariane 1,V14 L10,CSG ELA1,S,CNES32
1985-057,1985 Jul 3 1210,1985-057A,Kosmos-1665,Oblik No. 319,S15877,Soyuz-U,78056 -320,NIIP-53 LC16/2,S,AK15/RAEX
1985-058,1985 Jul 8 2340,1985-058A,Kosmos-1666,Tselina-D,S15889,Tsiklon-3,45042-301,NIIP-53 LC32/2,S,AK15/RAEX
1985-059,1985 Jul 10 0315,1985-059A,Kosmos-1667,Bion No. 7,S15891,Soyuz-U,B 15000-453,NIIP-53 LC41/1,S,NK96-26-34
1985-060,1985 Jul 15 0630,1985-060A,Kosmos-1668,Oblik,S15906,Soyuz-U,76021 -325,NIIP-5 LC31,S,AK15/RAEX
1985-061,1985 Jul 17 0105:00,1985-061A,Molniya-3,Molniya-3 No. 37,S15909,Molniya 8K78M,77024 -658,NIIP-53 LC43/4,S,NK9815-26
1985-062,1985 Jul 19 1305:08,1985-062A,Kosmos-1669,Progress 7K-TG No. 126,S15918,Soyuz-U,B 15000-446,NIIP-5 LC1,S,NK9807-46
1985-063,1985 Jul 29 2100:00,1985-063A,Challenger (STS 51-F),OV-099,S15925,Space Shuttle,STS-26/51-F,KSC LC39A,S,STSJSC
,,1985-063B,PDP,PDP,S15929,,,,,
1985-064,1985 Aug 1 0536,1985-064A,Kosmos-1670,US-A reactor,S15930,Tsiklon-2,51099-804,NIIP-5 LC90,S,AK15/RAEX
1985-065,1985 Aug 2 1140,1985-065A,Kosmos-1671,Oblik No. 320,S15931,Soyuz-U,78056 -321,NIIP-53 LC16/2,S,AK15/RAEX
1985-066,1985 Aug 3 0331:20,1985-066A,NNS O-24,NNS O-24,S15935,Scout G-1,S209C,VS SLC5,S,LAAFB
,,1985-066B,NNS O-30,NNS O-30,S15936,,,,,
1985-067,1985 Aug 7 0950,1985-067A,Kosmos-1672,Resurs-F1 17F41 No. 57,S15940,Soyuz-U,77011 -157,NIIP-53 LC43/4,S,NK95-20-29
1985-068,1985 Aug 8 1019,1985-068A,Kosmos-1673,Siluet No. 5,S15942,Soyuz-U,78056 -205,NIIP-5 LC1,S,AK15/RAEX
1985-069,1985 Aug 8 1149,1985-069A,Kosmos-1674,Tselina-D,S15944,Tsiklon-3,67032-306,NIIP-53 LC32/1,S,AK15/RAEX
1985-070,1985 Aug 8 2101:00,1985-070A,Raduga,Gran' No. 26L,S15946,Proton-K/DM,317-02,NIIP-5 LC200/39,S,NK9810-25
1985-071,1985 Aug 12 1509:03,1985-071A,Kosmos-1675,Oko No. 6027,S15952,Molniya 8K78M,76032 -664,NIIP-53 LC16/2,S,NK9715-48
1985-072,1985 Aug 16 1510,1985-072A,Kosmos-1676,Kobal't No. 828,S15959,Soyuz-U,77046 -824,NIIP-53 LC41/1,S,AK15/RAEX
1985-073,1985 Aug 18 2333,1985-073A,Suisei,PLANET-A,S15967,Mu-3S-II,M-3S2-2,KASC M1,S,SRJ
1985-074,1985 Aug 22 1928:00,1985-074A,Molniya-1,Molniya-1 No. 61,S15977,Molniya 8K78M,78056 -679,NIIP-53 LC41/1,S,AK15/RAEX
1985-075,1985 Aug 23 2233,1985-075A,Kosmos-1677,US-A reactor,S15986,Tsiklon-2,45099-803,NIIP-5 LC90,S,AK15/RAEX
1985-076,1985 Aug 27 1058:01,1985-076A,Discovery (STS 51-I),OV-103,S15992,Space Shuttle,STS-27/51-I,KSC LC39A,S,STSJSC
,,1985-076B,Aussat K1,Aussat K1,S15993,,,,,
,,1985-076C,ASC 1,ASC 1,S15994,,,,,
,,1985-076D,Leasat 4,Leasat 4,S15995,,,,,
1985-077,1985 Aug 29 1015,1985-077A,Kosmos-1678,Resurs-F1 17F41 No. 53,S15997,Soyuz-U,76021 -153,NIIP-53 LC41/1,S,NK95-20-29
1985-078,1985 Aug 29 1133,1985-078A,Kosmos-1679,Kobal't,S15999,Soyuz-U,78056 -828,NIIP-5 LC31,S,AK15/RAEX
1985-079,1985 Sep 4 0705,1985-079A,Kosmos-1680,Strela-2M,S16011,Kosmos 11K65M,65011-241,NIIP-53 LC132/1,S,AK15/RAEX
1985-080,1985 Sep 6 1045,1985-080A,Kosmos-1681,Fram,S16018,Soyuz-U,77011 -052,NIIP-53 LC41/1,S,NK96-26-40
1985-081,1985 Sep 17 1238:52,1985-081A,Soyuz T-14,Soyuz 7K-ST No. 20L,S16051,Soyuz-U2,Sc15000-007,NIIP-5 LC1,S,NK0204-71
1985-082,1985 Sep 19 0132,1985-082A,Kosmos-1682,US-PM1,S16054,Tsiklon-2,67099-802,NIIP-5 LC90,S,AK15/RAEX
1985-083,1985 Sep 19 1010,1985-083A,Kosmos-1683,Oblik No. 316,S16056,Soyuz-U,76021 -100,NIIP-53 LC41/1,S,AK15/RAEX
1985-084,1985 Sep 24 0118:10,1985-084A,Kosmos-1684,Oko No. 6033,S16064,Molniya 8K78M,77046 -674,NIIP-53 LC43/4,S,NK9715-48
1985-085,1985 Sep 26 1115,1985-085A,Kosmos-1685,Oblik No. 331,S16088,Soyuz-U,78056 -322,NIIP-53 LC16/2,S,AK15/RAEX
1985-086,1985 Sep 27 0841:42,1985-086A,Kosmos-1686,TKS-M No. 16501,S16095,Proton-K,331-01,NIIP-5 LC200/39,S,NK9810-25
,,1985-086A,NM74P,TKS VA No. 0103/8,A04154,,,,,
1985-087,1985 Sep 28 2317,1985-087A,INTELSAT 512,INTELSAT VA F12,S16101,Atlas G Centaur,AC-65,CC LC36B,S,Falworth
1985-088,1985 Sep 30 1923:20,1985-088A,Kosmos-1687,Oko No. 6030,S16103,Molniya 8K78M,76032 -670,NIIP-53 LC16/2,S,NK9715-48
1985-089,1985 Oct 2 0900,1985-089A,Kosmos-1688,Romb,S16107,Kosmos 11K65M,65044-153,GTsP-4 LC107/1,S,TLE/AVM
1985-090,1985 Oct 3 0548,1985-090A,Kosmos-1689,Resurs-O1 No. 1L,S16110,Vostok 8A92M,76053 -344,NIIP-5 LC31,S,NK9422-46
1985-091,1985 Oct 3 0733:00,1985-091A,Molniya-3,Molniya-3 No. 38,S16112,Molniya 8K78M,76021 -685,NIIP-53 LC43/4,S,NK9815-26
1985-092,1985 Oct 3 1515:30,1985-092A,Atlantis (STS 51-J),OV-104,S16115,Space Shuttle,STS-28/51-J,KSC LC39A,S,STSJSC
,,1985-092B,DSCS III B-4,DSCS III B-4,S16116,,,,,
,,1985-092C,DSCS III B-5,DSCS III B-5,S16117,,,,,
1985-093,1985 Oct 9 0253,1985-093A,GPS 11,Navstar GPS SVN 11,S16129,Atlas E/SGS-2,55E,VS SLC3W,S,Desind
1985-094,1985 Oct 9 2135,1985-094A,Kosmos-1690,Strela-3,S16138,Tsiklon-3,51076-111,NIIP-53 LC32/1,S,AK15/RAEX
,,1985-094B,Kosmos-1695,Strela-3,S16139,,,,,
,,1985-094C,Kosmos-1692,Strela-3,S16140,,,,,
,,1985-094D,Kosmos-1693,Strela-3,S16141,,,,,
,,1985-094E,Kosmos-1694,Strela-3,S16142,,,,,
,,1985-094F,Kosmos-1691,Strela-3,S16143,,,,,
1985-095,1985 Oct 16 0925,1985-095A,Kosmos-1696,Oblik,S16169,Soyuz-U,76021 -327,NIIP-5 LC31,S,AK15/RAEX
1985-096,1985 Oct 21 0504,1985-096A,Fanhui Shi Weixing (07),Jianbing-1 No. 8,S16177,Chang Zheng 2C,Y4 (12),JQ LA2B,S,MTR-4
1985-097,1985 Oct 22 0700:00,1985-097A,Kosmos-1697,EPN No. 03.694,S16181,Zenit-2,67076-106,NIIP-5 LC45/1,S,AK15/RAEX
1985-098,1985 Oct 22 2024:07,1985-098A,Kosmos-1698,Oko No. 6024,S16183,Molniya 8K78M,77046 -675,NIIP-53 LC43/4,S,NK9715-48
